DEBUG: Room 0, Exit direction 4, destRoomVnum: 3001
DEBUG: Room 6014, Exit direction 0, destRoomVnum: 6009
DEBUG: Room 6014, Exit direction 1, destRoomVnum: 6015
DEBUG: Room 6014, Exit direction 3, destRoomVnum: 6013
DEBUG: Room 6015, Exit direction 2, destRoomVnum: 6016
DEBUG: Room 6015, Exit direction 3, destRoomVnum: 6014
DEBUG: Room 6016, Exit direction 0, destRoomVnum: 6015
DEBUG: Room 6016, Exit direction 2, destRoomVnum: 6017
DEBUG: Room 6017, Exit direction 0, destRoomVnum: 6016
DEBUG: Room 6017, Exit direction 3, destRoomVnum: 6018
DEBUG: Room 6018, Exit direction 0, destRoomVnum: 6023
DEBUG: Room 6018, Exit direction 1, destRoomVnum: 6017
DEBUG: Room 6018, Exit direction 3, destRoomVnum: 6019
DEBUG: Room 6019, Exit direction 0, destRoomVnum: 6020
DEBUG: Room 6019, Exit direction 1, destRoomVnum: 6018
DEBUG: Room 6020, Exit direction 2, destRoomVnum: 6019
DEBUG: Room 6020, Exit direction 3, destRoomVnum: 6021
DEBUG: Room 6021, Exit direction 0, destRoomVnum: 6012
DEBUG: Room 6021, Exit direction 1, destRoomVnum: 6020
DEBUG: Room 6021, Exit direction 3, destRoomVnum: 6022
DEBUG: Room 6022, Exit direction 1, destRoomVnum: 6021
DEBUG: Room 6023, Exit direction 2, destRoomVnum: 6018
DEBUG: Room 6100, Exit direction 1, destRoomVnum: 6004
DEBUG: Room 6100, Exit direction 3, destRoomVnum: 6101
DEBUG: Room 6101, Exit direction 1, destRoomVnum: 6100
DEBUG: Room 6101, Exit direction 2, destRoomVnum: 6104
DEBUG: Room 6101, Exit direction 3, destRoomVnum: 6102
DEBUG: Room 6102, Exit direction 1, destRoomVnum: 6101
DEBUG: Room 6102, Exit direction 3, destRoomVnum: 6103
DEBUG: Room 6103, Exit direction 1, destRoomVnum: 6102
DEBUG: Room 6103, Exit direction 2, destRoomVnum: 6108
DEBUG: Room 6104, Exit direction 0, destRoomVnum: 6101
DEBUG: Room 6104, Exit direction 2, destRoomVnum: 6105
DEBUG: Room 6105, Exit direction 0, destRoomVnum: 6104
DEBUG: Room 6105, Exit direction 3, destRoomVnum: 6106
DEBUG: Room 6106, Exit direction 1, destRoomVnum: 6105
DEBUG: Room 6106, Exit direction 2, destRoomVnum: 6117
DEBUG: Room 6106, Exit direction 3, destRoomVnum: 6107
DEBUG: Room 6107, Exit direction 0, destRoomVnum: 6108
DEBUG: Room 6107, Exit direction 1, destRoomVnum: 6106
DEBUG: Room 6108, Exit direction 0, destRoomVnum: 6103
DEBUG: Room 6108, Exit direction 2, destRoomVnum: 6107
DEBUG: Room 6108, Exit direction 3, destRoomVnum: 6109
DEBUG: Room 6109, Exit direction 1, destRoomVnum: 6108
DEBUG: Room 6109, Exit direction 3, destRoomVnum: 6110
DEBUG: Room 6110, Exit direction 1, destRoomVnum: 6109
DEBUG: Room 6110, Exit direction 2, destRoomVnum: 6111
DEBUG: Room 6110, Exit direction 3, destRoomVnum: 6130
DEBUG: Room 6111, Exit direction 0, destRoomVnum: 6110
DEBUG: Room 6111, Exit direction 2, destRoomVnum: 6112
DEBUG: Room 6112, Exit direction 0, destRoomVnum: 6111
DEBUG: Room 6112, Exit direction 1, destRoomVnum: 6113
DEBUG: Room 6112, Exit direction 3, destRoomVnum: 6127
DEBUG: Room 6113, Exit direction 2, destRoomVnum: 6114
DEBUG: Room 6113, Exit direction 3, destRoomVnum: 6112
DEBUG: Room 6114, Exit direction 0, destRoomVnum: 6113
DEBUG: Room 6114, Exit direction 1, destRoomVnum: 6115
DEBUG: Room 6114, Exit direction 3, destRoomVnum: 6122
DEBUG: Room 6115, Exit direction 0, destRoomVnum: 6116
DEBUG: Room 6115, Exit direction 3, destRoomVnum: 6114
DEBUG: Room 6116, Exit direction 1, destRoomVnum: 6117
DEBUG: Room 6116, Exit direction 2, destRoomVnum: 6115
DEBUG: Room 6117, Exit direction 0, destRoomVnum: 6106
DEBUG: Room 6117, Exit direction 1, destRoomVnum: 6118
DEBUG: Room 6117, Exit direction 3, destRoomVnum: 6116
DEBUG: Room 6118, Exit direction 2, destRoomVnum: 6119
DEBUG: Room 6118, Exit direction 3, destRoomVnum: 6117
DEBUG: Room 6119, Exit direction 0, destRoomVnum: 6118
DEBUG: Room 6119, Exit direction 2, destRoomVnum: 6120
DEBUG: Room 6120, Exit direction 0, destRoomVnum: 6119
DEBUG: Room 6120, Exit direction 3, destRoomVnum: 6121
DEBUG: Room 6121, Exit direction 1, destRoomVnum: 6120
DEBUG: Room 6122, Exit direction 1, destRoomVnum: 6114
DEBUG: Room 6122, Exit direction 2, destRoomVnum: 6123
DEBUG: Room 6123, Exit direction 0, destRoomVnum: 6122
DEBUG: Room 6123, Exit direction 1, destRoomVnum: 6124
DEBUG: Room 6123, Exit direction 3, destRoomVnum: 6125
DEBUG: Room 6124, Exit direction 3, destRoomVnum: 6123
DEBUG: Room 6125, Exit direction 0, destRoomVnum: 6126
DEBUG: Room 6125, Exit direction 1, destRoomVnum: 6123
DEBUG: Room 6126, Exit direction 0, destRoomVnum: 6127
DEBUG: Room 6126, Exit direction 2, destRoomVnum: 6125
DEBUG: Room 6126, Exit direction 3, destRoomVnum: 6128
DEBUG: Room 6127, Exit direction 1, destRoomVnum: 6112
DEBUG: Room 6127, Exit direction 2, destRoomVnum: 6126
DEBUG: Room 6128, Exit direction 1, destRoomVnum: 6126
DEBUG: Room 6128, Exit direction 3, destRoomVnum: 6129
DEBUG: Room 6129, Exit direction 1, destRoomVnum: 6128
DEBUG: Room 6129, Exit direction 3, destRoomVnum: 6135
DEBUG: Room 6130, Exit direction 1, destRoomVnum: 6110
DEBUG: Room 6130, Exit direction 3, destRoomVnum: 6131
DEBUG: Room 6130, Exit direction 4, destRoomVnum: 6132
DEBUG: Room 6131, Exit direction 1, destRoomVnum: 6130
DEBUG: Room 6131, Exit direction 3, destRoomVnum: 6134
DEBUG: Room 6131, Exit direction 4, destRoomVnum: 6133
DEBUG: Room 6132, Exit direction 3, destRoomVnum: 6133
DEBUG: Room 6132, Exit direction 5, destRoomVnum: 6130
DEBUG: Room 6133, Exit direction 1, destRoomVnum: 6132
DEBUG: Room 6133, Exit direction 3, destRoomVnum: 6134
DEBUG: Room 6134, Exit direction 1, destRoomVnum: 6133
DEBUG: Room 6135, Exit direction 0, destRoomVnum: 6136
DEBUG: Room 6135, Exit direction 1, destRoomVnum: 6129
DEBUG: Room 6136, Exit direction 1, destRoomVnum: 6142
DEBUG: Room 6136, Exit direction 2, destRoomVnum: 6135
DEBUG: Room 6136, Exit direction 3, destRoomVnum: 6137
DEBUG: Room 6137, Exit direction 1, destRoomVnum: 6136
DEBUG: Room 6142, Exit direction 0, destRoomVnum: 6143
DEBUG: Room 6142, Exit direction 3, destRoomVnum: 6136
DEBUG: Room 6143, Exit direction 2, destRoomVnum: 6142
DEBUG: Room 6900, Exit direction 4, destRoomVnum: 6902
DEBUG: Room 6901, Exit direction 2, destRoomVnum: 6904
DEBUG: Room 6902, Exit direction 1, destRoomVnum: 6903
DEBUG: Room 6902, Exit direction 5, destRoomVnum: 6900
DEBUG: Room 6903, Exit direction 3, destRoomVnum: 6902
DEBUG: Room 6904, Exit direction 0, destRoomVnum: 6901
DEBUG: Room 6904, Exit direction 1, destRoomVnum: 6902
DEBUG: Room 6904, Exit direction 2, destRoomVnum: 6905
DEBUG: Room 6904, Exit direction 3, destRoomVnum: 3126
DEBUG: Room 6905, Exit direction 0, destRoomVnum: 6904
DEBUG: Room 6999, Exit direction 0, destRoomVnum: 6999
DEBUG: Room 6999, Exit direction 1, destRoomVnum: 6999
DEBUG: Room 6999, Exit direction 2, destRoomVnum: 6999
DEBUG: Room 6999, Exit direction 3, destRoomVnum: 6999
DEBUG: Room 7001, Exit direction 2, destRoomVnum: 7002
DEBUG: Room 7002, Exit direction 0, destRoomVnum: 7001
DEBUG: Room 7002, Exit direction 2, destRoomVnum: 7003
DEBUG: Room 7002, Exit direction 1, destRoomVnum: 7007
DEBUG: Room 7003, Exit direction 0, destRoomVnum: 7002
DEBUG: Room 7003, Exit direction 5, destRoomVnum: 7101
DEBUG: Room 7004, Exit direction 1, destRoomVnum: 7009
DEBUG: Room 7004, Exit direction 5, destRoomVnum: 7102
DEBUG: Room 7005, Exit direction 1, destRoomVnum: 7011
DEBUG: Room 7005, Exit direction 2, destRoomVnum: 7006
DEBUG: Room 7006, Exit direction 1, destRoomVnum: 7012
DEBUG: Room 7006, Exit direction 0, destRoomVnum: 7005
DEBUG: Room 7007, Exit direction 3, destRoomVnum: 7002
DEBUG: Room 7007, Exit direction 2, destRoomVnum: 7008
DEBUG: Room 7008, Exit direction 0, destRoomVnum: 7007
DEBUG: Room 7008, Exit direction 1, destRoomVnum: 7014
DEBUG: Room 7008, Exit direction 2, destRoomVnum: 7009
DEBUG: Room 7009, Exit direction 0, destRoomVnum: 7008
DEBUG: Room 7009, Exit direction 1, destRoomVnum: 7017
DEBUG: Room 7009, Exit direction 2, destRoomVnum: 7010
DEBUG: Room 7009, Exit direction 3, destRoomVnum: 7004
DEBUG: Room 7010, Exit direction 0, destRoomVnum: 7009
DEBUG: Room 7010, Exit direction 1, destRoomVnum: 7018
DEBUG: Room 7011, Exit direction 3, destRoomVnum: 7005
DEBUG: Room 7011, Exit direction 1, destRoomVnum: 7024
DEBUG: Room 7011, Exit direction 2, destRoomVnum: 7021
DEBUG: Room 7012, Exit direction 3, destRoomVnum: 7006
DEBUG: Room 7012, Exit direction 2, destRoomVnum: 7013
DEBUG: Room 7013, Exit direction 0, destRoomVnum: 7012
DEBUG: Room 7013, Exit direction 1, destRoomVnum: 7026
DEBUG: Room 7013, Exit direction 2, destRoomVnum: 7014
DEBUG: Room 7014, Exit direction 0, destRoomVnum: 7013
DEBUG: Room 7014, Exit direction 3, destRoomVnum: 7008
DEBUG: Room 7015, Exit direction 1, destRoomVnum: 7028
DEBUG: Room 7015, Exit direction 5, destRoomVnum: 7105
DEBUG: Room 7016, Exit direction 2, destRoomVnum: 7017
DEBUG: Room 7016, Exit direction 1, destRoomVnum: 7021
DEBUG: Room 7017, Exit direction 0, destRoomVnum: 7016
DEBUG: Room 7017, Exit direction 3, destRoomVnum: 7009
DEBUG: Room 7017, Exit direction 2, destRoomVnum: 7018
DEBUG: Room 7018, Exit direction 3, destRoomVnum: 7010
DEBUG: Room 7018, Exit direction 0, destRoomVnum: 7017
DEBUG: Room 7018, Exit direction 1, destRoomVnum: 7031
DEBUG: Room 7021, Exit direction 0, destRoomVnum: 7011
DEBUG: Room 7021, Exit direction 1, destRoomVnum: 7029
DEBUG: Room 7021, Exit direction 3, destRoomVnum: 7016
DEBUG: Room 7022, Exit direction 5, destRoomVnum: 7112
DEBUG: Room 7024, Exit direction 2, destRoomVnum: 7025
DEBUG: Room 7024, Exit direction 1, destRoomVnum: 7037
DEBUG: Room 7024, Exit direction 3, destRoomVnum: 7011
DEBUG: Room 7025, Exit direction 0, destRoomVnum: 7024
DEBUG: Room 7025, Exit direction 2, destRoomVnum: 7026
DEBUG: Room 7025, Exit direction 1, destRoomVnum: 7038
DEBUG: Room 7026, Exit direction 0, destRoomVnum: 7025
DEBUG: Room 7026, Exit direction 3, destRoomVnum: 7013
DEBUG: Room 7026, Exit direction 2, destRoomVnum: 7028
DEBUG: Room 7028, Exit direction 0, destRoomVnum: 7026
DEBUG: Room 7028, Exit direction 3, destRoomVnum: 7015
DEBUG: Room 7028, Exit direction 1, destRoomVnum: 7034
DEBUG: Room 7029, Exit direction 3, destRoomVnum: 7021
DEBUG: Room 7029, Exit direction 2, destRoomVnum: 7030
DEBUG: Room 7029, Exit direction 1, destRoomVnum: 7035
DEBUG: Room 7030, Exit direction 0, destRoomVnum: 7029
DEBUG: Room 7030, Exit direction 1, destRoomVnum: 7036
DEBUG: Room 7030, Exit direction 2, destRoomVnum: 7031
DEBUG: Room 7030, Exit direction 3, destRoomVnum: 7022
DEBUG: Room 7030, Exit direction 4, destRoomVnum: 3030
DEBUG: Room 7031, Exit direction 0, destRoomVnum: 7030
DEBUG: Room 7031, Exit direction 1, destRoomVnum: 7044
DEBUG: Room 7031, Exit direction 3, destRoomVnum: 7018
DEBUG: Room 7034, Exit direction 3, destRoomVnum: 7028
DEBUG: Room 7034, Exit direction 2, destRoomVnum: 7035
DEBUG: Room 7035, Exit direction 0, destRoomVnum: 7034
DEBUG: Room 7035, Exit direction 3, destRoomVnum: 7029
DEBUG: Room 7036, Exit direction 3, destRoomVnum: 7030
DEBUG: Room 7036, Exit direction 5, destRoomVnum: 7122
DEBUG: Room 7037, Exit direction 1, destRoomVnum: 7050
DEBUG: Room 7038, Exit direction 3, destRoomVnum: 7025
DEBUG: Room 7038, Exit direction 1, destRoomVnum: 7045
DEBUG: Room 7038, Exit direction 2, destRoomVnum: 7039
DEBUG: Room 7039, Exit direction 0, destRoomVnum: 7038
DEBUG: Room 7041, Exit direction 5, destRoomVnum: 7123
DEBUG: Room 7041, Exit direction 2, destRoomVnum: 7043
DEBUG: Room 7043, Exit direction 0, destRoomVnum: 7041
DEBUG: Room 7043, Exit direction 2, destRoomVnum: 7044
DEBUG: Room 7044, Exit direction 1, destRoomVnum: 7049
DEBUG: Room 7044, Exit direction 0, destRoomVnum: 7043
DEBUG: Room 7044, Exit direction 3, destRoomVnum: 7031
DEBUG: Room 7045, Exit direction 2, destRoomVnum: 7046
DEBUG: Room 7045, Exit direction 3, destRoomVnum: 7038
DEBUG: Room 7046, Exit direction 0, destRoomVnum: 7045
DEBUG: Room 7046, Exit direction 2, destRoomVnum: 7047
DEBUG: Room 7047, Exit direction 0, destRoomVnum: 7047
DEBUG: Room 7047, Exit direction 1, destRoomVnum: 7053
DEBUG: Room 7048, Exit direction 2, destRoomVnum: 7049
DEBUG: Room 7049, Exit direction 0, destRoomVnum: 7048
DEBUG: Room 7049, Exit direction 1, destRoomVnum: 7060
DEBUG: Room 7049, Exit direction 3, destRoomVnum: 7044
DEBUG: Room 7050, Exit direction 2, destRoomVnum: 7051
DEBUG: Room 7050, Exit direction 1, destRoomVnum: 7055
DEBUG: Room 7051, Exit direction 0, destRoomVnum: 7050
DEBUG: Room 7051, Exit direction 2, destRoomVnum: 7052
DEBUG: Room 7052, Exit direction 2, destRoomVnum: 7053
DEBUG: Room 7052, Exit direction 0, destRoomVnum: 7051
DEBUG: Room 7052, Exit direction 1, destRoomVnum: 7056
DEBUG: Room 7053, Exit direction 3, destRoomVnum: 7047
DEBUG: Room 7053, Exit direction 0, destRoomVnum: 7052
DEBUG: Room 7055, Exit direction 3, destRoomVnum: 7050
DEBUG: Room 7055, Exit direction 1, destRoomVnum: 7061
DEBUG: Room 7056, Exit direction 3, destRoomVnum: 7052
DEBUG: Room 7056, Exit direction 2, destRoomVnum: 7057
DEBUG: Room 7057, Exit direction 0, destRoomVnum: 7056
DEBUG: Room 7057, Exit direction 2, destRoomVnum: 7058
DEBUG: Room 7058, Exit direction 0, destRoomVnum: 7057
DEBUG: Room 7058, Exit direction 2, destRoomVnum: 7059
DEBUG: Room 7059, Exit direction 0, destRoomVnum: 7058
DEBUG: Room 7059, Exit direction 2, destRoomVnum: 7060
DEBUG: Room 7060, Exit direction 1, destRoomVnum: 7068
DEBUG: Room 7060, Exit direction 3, destRoomVnum: 7049
DEBUG: Room 7060, Exit direction 0, destRoomVnum: 7059
DEBUG: Room 7061, Exit direction 2, destRoomVnum: 7062
DEBUG: Room 7061, Exit direction 3, destRoomVnum: 7055
DEBUG: Room 7062, Exit direction 2, destRoomVnum: 7063
DEBUG: Room 7062, Exit direction 0, destRoomVnum: 7061
DEBUG: Room 7063, Exit direction 2, destRoomVnum: 7064
DEBUG: Room 7063, Exit direction 0, destRoomVnum: 7062
DEBUG: Room 7064, Exit direction 0, destRoomVnum: 7063
DEBUG: Room 7064, Exit direction 2, destRoomVnum: 7065
DEBUG: Room 7064, Exit direction 1, destRoomVnum: 7069
DEBUG: Room 7065, Exit direction 0, destRoomVnum: 7064
DEBUG: Room 7065, Exit direction 2, destRoomVnum: 7066
DEBUG: Room 7066, Exit direction 0, destRoomVnum: 7065
DEBUG: Room 7066, Exit direction 2, destRoomVnum: 7067
DEBUG: Room 7066, Exit direction 1, destRoomVnum: 7070
DEBUG: Room 7067, Exit direction 0, destRoomVnum: 7066
DEBUG: Room 7067, Exit direction 2, destRoomVnum: 7068
DEBUG: Room 7068, Exit direction 0, destRoomVnum: 7067
DEBUG: Room 7068, Exit direction 3, destRoomVnum: 7060
DEBUG: Room 7069, Exit direction 3, destRoomVnum: 7064
DEBUG: Room 7069, Exit direction 2, destRoomVnum: 7070
DEBUG: Room 7070, Exit direction 3, destRoomVnum: 7066
DEBUG: Room 7070, Exit direction 0, destRoomVnum: 7069
DEBUG: Room 7070, Exit direction 5, destRoomVnum: 7099
DEBUG: Room 7099, Exit direction 4, destRoomVnum: 7070
DEBUG: Room 7099, Exit direction 5, destRoomVnum: 7199
DEBUG: Room 7101, Exit direction 1, destRoomVnum: 7103
DEBUG: Room 7102, Exit direction 4, destRoomVnum: 7004
DEBUG: Room 7102, Exit direction 1, destRoomVnum: 7104
DEBUG: Room 7102, Exit direction 5, destRoomVnum: 7400
DEBUG: Room 7103, Exit direction 3, destRoomVnum: 7101
DEBUG: Room 7103, Exit direction 2, destRoomVnum: 7104
DEBUG: Room 7104, Exit direction 0, destRoomVnum: 7103
DEBUG: Room 7104, Exit direction 3, destRoomVnum: 7102
DEBUG: Room 7104, Exit direction 1, destRoomVnum: 7112
DEBUG: Room 7105, Exit direction 4, destRoomVnum: 7015
DEBUG: Room 7105, Exit direction 5, destRoomVnum: -1
DEBUG: Room 7106, Exit direction 1, destRoomVnum: 7113
DEBUG: Room 7106, Exit direction 2, destRoomVnum: 7107
DEBUG: Room 7106, Exit direction 3, destRoomVnum: -1
DEBUG: Room 7106, Exit direction 5, destRoomVnum: 7279
DEBUG: Room 7106, Exit direction 0, destRoomVnum: 7106
DEBUG: Room 7106, Exit direction 2, destRoomVnum: 7108
DEBUG: Room 7106, Exit direction 1, destRoomVnum: 7190
DEBUG: Room 7108, Exit direction 0, destRoomVnum: 7107
DEBUG: Room 7108, Exit direction 2, destRoomVnum: 7109
DEBUG: Room 7108, Exit direction 1, destRoomVnum: 7190
DEBUG: Room 7109, Exit direction 0, destRoomVnum: 7108
DEBUG: Room 7109, Exit direction 2, destRoomVnum: 7110
DEBUG: Room 7109, Exit direction 1, destRoomVnum: 7190
DEBUG: Room 7110, Exit direction 0, destRoomVnum: 7107
DEBUG: Room 7110, Exit direction 2, destRoomVnum: 7111
DEBUG: Room 7110, Exit direction 1, destRoomVnum: 7190
DEBUG: Room 7111, Exit direction 0, destRoomVnum: 7110
DEBUG: Room 7111, Exit direction 1, destRoomVnum: 7115
DEBUG: Room 7111, Exit direction 2, destRoomVnum: 7112
DEBUG: Room 7111, Exit direction 5, destRoomVnum: 7279
DEBUG: Room 7111, Exit direction 0, destRoomVnum: 7111
DEBUG: Room 7111, Exit direction 1, destRoomVnum: 7122
DEBUG: Room 7111, Exit direction 3, destRoomVnum: 7104
DEBUG: Room 7113, Exit direction 1, destRoomVnum: 7116
DEBUG: Room 7113, Exit direction 2, destRoomVnum: 7190
DEBUG: Room 7114, Exit direction 0, destRoomVnum: 7119
DEBUG: Room 7114, Exit direction 1, destRoomVnum: 7118
DEBUG: Room 7114, Exit direction 2, destRoomVnum: 7120
DEBUG: Room 7114, Exit direction 3, destRoomVnum: 7117
DEBUG: Room 7114, Exit direction 4, destRoomVnum: 7115
DEBUG: Room 7115, Exit direction 0, destRoomVnum: 7114
DEBUG: Room 7115, Exit direction 1, destRoomVnum: 7121
DEBUG: Room 7115, Exit direction 3, destRoomVnum: 7111
DEBUG: Room 7115, Exit direction 2, destRoomVnum: 7129
DEBUG: Room 7116, Exit direction 3, destRoomVnum: 7113
DEBUG: Room 7116, Exit direction 2, destRoomVnum: 7117
DEBUG: Room 7116, Exit direction 5, destRoomVnum: 7280
DEBUG: Room 7117, Exit direction 2, destRoomVnum: 7118
DEBUG: Room 7117, Exit direction 3, destRoomVnum: 7114
DEBUG: Room 7118, Exit direction 2, destRoomVnum: 7119
DEBUG: Room 7118, Exit direction 3, destRoomVnum: 7114
DEBUG: Room 7119, Exit direction 2, destRoomVnum: 7120
DEBUG: Room 7119, Exit direction 3, destRoomVnum: 7114
DEBUG: Room 7120, Exit direction 2, destRoomVnum: 7121
DEBUG: Room 7120, Exit direction 3, destRoomVnum: 7114
DEBUG: Room 7120, Exit direction 1, destRoomVnum: 7123
DEBUG: Room 7121, Exit direction 3, destRoomVnum: 7115
DEBUG: Room 7121, Exit direction 0, destRoomVnum: 7120
DEBUG: Room 7121, Exit direction 5, destRoomVnum: 7279
DEBUG: Room 7121, Exit direction 3, destRoomVnum: 7112
DEBUG: Room 7121, Exit direction 1, destRoomVnum: -1
DEBUG: Room 7123, Exit direction 4, destRoomVnum: 7041
DEBUG: Room 7123, Exit direction 3, destRoomVnum: 7120
DEBUG: Room 7129, Exit direction 0, destRoomVnum: 7115
DEBUG: Room 7129, Exit direction 5, destRoomVnum: 7221
DEBUG: Room 7190, Exit direction 0, destRoomVnum: 7109
DEBUG: Room 7190, Exit direction 1, destRoomVnum: 7108
DEBUG: Room 7190, Exit direction 2, destRoomVnum: 7110
DEBUG: Room 7190, Exit direction 3, destRoomVnum: 7107
DEBUG: Room 7190, Exit direction 4, destRoomVnum: 7113
DEBUG: Room 7199, Exit direction 1, destRoomVnum: -1
DEBUG: Room 7199, Exit direction 4, destRoomVnum: 7099
DEBUG: Room 7200, Exit direction 1, destRoomVnum: 7201
DEBUG: Room 7201, Exit direction 2, destRoomVnum: 7202
DEBUG: Room 7201, Exit direction 3, destRoomVnum: 7200
DEBUG: Room 7202, Exit direction 0, destRoomVnum: 7201
DEBUG: Room 7202, Exit direction 1, destRoomVnum: 7205
DEBUG: Room 7202, Exit direction 2, destRoomVnum: 7203
DEBUG: Room 7203, Exit direction 0, destRoomVnum: 7202
DEBUG: Room 7203, Exit direction 1, destRoomVnum: 7206
DEBUG: Room 7203, Exit direction 2, destRoomVnum: 7204
DEBUG: Room 7204, Exit direction 0, destRoomVnum: 7203
DEBUG: Room 7204, Exit direction 1, destRoomVnum: 7207
DEBUG: Room 7204, Exit direction 2, destRoomVnum: 7208
DEBUG: Room 7205, Exit direction 2, destRoomVnum: 7206
DEBUG: Room 7205, Exit direction 3, destRoomVnum: 7202
DEBUG: Room 7206, Exit direction 0, destRoomVnum: 7205
DEBUG: Room 7206, Exit direction 2, destRoomVnum: 7207
DEBUG: Room 7206, Exit direction 3, destRoomVnum: 7203
DEBUG: Room 7207, Exit direction 0, destRoomVnum: 7206
DEBUG: Room 7207, Exit direction 3, destRoomVnum: 7204
DEBUG: Room 7208, Exit direction 0, destRoomVnum: 7204
DEBUG: Room 7208, Exit direction 1, destRoomVnum: 7209
DEBUG: Room 7209, Exit direction 1, destRoomVnum: 7210
DEBUG: Room 7209, Exit direction 3, destRoomVnum: 7208
DEBUG: Room 7210, Exit direction 0, destRoomVnum: 7211
DEBUG: Room 7210, Exit direction 1, destRoomVnum: 7212
DEBUG: Room 7210, Exit direction 2, destRoomVnum: 7215
DEBUG: Room 7210, Exit direction 3, destRoomVnum: 7209
DEBUG: Room 7211, Exit direction 2, destRoomVnum: 7210
DEBUG: Room 7212, Exit direction 0, destRoomVnum: 7213
DEBUG: Room 7212, Exit direction 3, destRoomVnum: 7210
DEBUG: Room 7213, Exit direction 1, destRoomVnum: 7214
DEBUG: Room 7213, Exit direction 2, destRoomVnum: 7212
DEBUG: Room 7214, Exit direction 3, destRoomVnum: 7213
DEBUG: Room 7215, Exit direction 0, destRoomVnum: 7210
DEBUG: Room 7215, Exit direction 2, destRoomVnum: 7216
DEBUG: Room 7216, Exit direction 0, destRoomVnum: 7215
DEBUG: Room 7216, Exit direction 2, destRoomVnum: 7217
DEBUG: Room 7217, Exit direction 0, destRoomVnum: 7216
DEBUG: Room 7217, Exit direction 1, destRoomVnum: 7218
DEBUG: Room 7217, Exit direction 3, destRoomVnum: 7219
DEBUG: Room 7218, Exit direction 3, destRoomVnum: 7217
DEBUG: Room 7219, Exit direction 1, destRoomVnum: 7217
DEBUG: Room 7219, Exit direction 2, destRoomVnum: 7220
DEBUG: Room 7220, Exit direction 0, destRoomVnum: 7219
DEBUG: Room 7220, Exit direction 1, destRoomVnum: 7221
DEBUG: Room 7221, Exit direction 1, destRoomVnum: 7222
DEBUG: Room 7221, Exit direction 3, destRoomVnum: 7220
DEBUG: Room 7221, Exit direction 4, destRoomVnum: 7129
DEBUG: Room 7222, Exit direction 1, destRoomVnum: 7223
DEBUG: Room 7222, Exit direction 3, destRoomVnum: 7221
DEBUG: Room 7223, Exit direction 0, destRoomVnum: 7224
DEBUG: Room 7223, Exit direction 3, destRoomVnum: 7222
DEBUG: Room 7224, Exit direction 0, destRoomVnum: 7225
DEBUG: Room 7224, Exit direction 2, destRoomVnum: 7223
DEBUG: Room 7224, Exit direction 3, destRoomVnum: 7229
DEBUG: Room 7225, Exit direction 2, destRoomVnum: 7224
DEBUG: Room 7229, Exit direction 1, destRoomVnum: 7224
DEBUG: Room 7229, Exit direction 3, destRoomVnum: 7230
DEBUG: Room 7230, Exit direction 1, destRoomVnum: 7229
DEBUG: Room 7230, Exit direction 3, destRoomVnum: 7231
DEBUG: Room 7231, Exit direction 1, destRoomVnum: 7232
DEBUG: Room 7232, Exit direction 0, destRoomVnum: 7233
DEBUG: Room 7232, Exit direction 1, destRoomVnum: 7231
DEBUG: Room 7233, Exit direction 1, destRoomVnum: 7234
DEBUG: Room 7233, Exit direction 2, destRoomVnum: 7232
DEBUG: Room 7234, Exit direction 3, destRoomVnum: 7233
DEBUG: Room 7279, Exit direction 4, destRoomVnum: 7111
DEBUG: Room 7279, Exit direction 5, destRoomVnum: 7399
DEBUG: Room 7280, Exit direction 0, destRoomVnum: 7281
DEBUG: Room 7280, Exit direction 4, destRoomVnum: 7116
DEBUG: Room 7281, Exit direction 2, destRoomVnum: 7280
DEBUG: Room 7281, Exit direction 1, destRoomVnum: 7282
DEBUG: Room 7282, Exit direction 0, destRoomVnum: 7283
DEBUG: Room 7282, Exit direction 3, destRoomVnum: 7281
DEBUG: Room 7283, Exit direction 2, destRoomVnum: 7282
DEBUG: Room 7283, Exit direction 3, destRoomVnum: 7284
DEBUG: Room 7283, Exit direction 1, destRoomVnum: 7286
DEBUG: Room 7285, Exit direction 2, destRoomVnum: 7286
DEBUG: Room 7286, Exit direction 0, destRoomVnum: 7285
DEBUG: Room 7286, Exit direction 3, destRoomVnum: 7283
DEBUG: Room 7301, Exit direction 4, destRoomVnum: -1
DEBUG: Room 7301, Exit direction 0, destRoomVnum: -1
DEBUG: Room 7399, Exit direction 4, destRoomVnum: 7279
DEBUG: Room 7400, Exit direction 0, destRoomVnum: 7401
DEBUG: Room 7400, Exit direction 4, destRoomVnum: 7102
DEBUG: Room 7401, Exit direction 0, destRoomVnum: 7402
DEBUG: Room 7401, Exit direction 2, destRoomVnum: 7400
DEBUG: Room 7402, Exit direction 1, destRoomVnum: 7403
DEBUG: Room 7402, Exit direction 3, destRoomVnum: 7421
DEBUG: Room 7402, Exit direction 2, destRoomVnum: 7401
DEBUG: Room 7403, Exit direction 1, destRoomVnum: 7404
DEBUG: Room 7403, Exit direction 2, destRoomVnum: 7408
DEBUG: Room 7403, Exit direction 3, destRoomVnum: 7402
DEBUG: Room 7404, Exit direction 3, destRoomVnum: 7403
DEBUG: Room 7404, Exit direction 2, destRoomVnum: 7405
DEBUG: Room 7405, Exit direction 0, destRoomVnum: 7404
